gameIndex,winner,gameDuration,score0,score1,id,className,team,role,dmgType,kills,deaths,assists,kda,dmgDealtTotal,dmgDealtToHeroes,dmgTaken,hpHealed,dpsToHeroes,hpsHealed,maxBurst1s,maxBurst3s,spellCastsQ,spellCastsE,level,gold,totalGold,goldPerMin,timeAlive,timeDead,survivalRate,killsPerMin,dmgEfficiency,items
0,0,358,151,28,bot0_1,Goliath,0,TANK,physical,3,3,26,9.67,11900,6975,7923,2020,22.4,6.5,476,660,41,21,12,67,3892,652,311,47,0.869,0.5,0.88,"basic_hp;basic_hp;basic_armor;basic_mr;basic_power;basic_as;basic_haste;basic_hp;basic_mr;basic_armor;basic_mr;basic_armor;basic_power;basic_hp"
0,0,358,151,28,bot1_1,Tamer,1,MAGE,magical,2,8,5,0.88,14015,7473,9055,3274,29.4,12.9,255,454,29,12,10,46,2721,456,254,104,0.711,0.3,0.83,"special_lifesteal;basic_power;basic_power;basic_power;basic_hp;basic_haste;basic_power;basic_mr;basic_armor"
0,0,358,151,28,bot0_2,Jailer,0,TANK,magical,8,1,18,26,18120,8463,6825,0,24.4,0,398,634,39,36,12,226,4401,737,347,11,0.97,1.3,1.24,"basic_hp;basic_hp;basic_armor;basic_mr;basic_power;basic_hp;basic_hp;basic_haste;basic_mr;basic_armor;basic_as;basic_mr;basic_armor;basic_power;basic_hp"
0,0,358,151,28,bot1_2,Oracle,1,MAGE,physical,3,8,4,0.88,9791,5966,11896,0,23,0,479,581,19,19,9,223,2698,452,259,99,0.723,0.5,0.5,"basic_hp;basic_hp;basic_hp;basic_hp;basic_mr;basic_mr;basic_armor;basic_mr;basic_as"
0,0,358,151,28,bot0_3,Hana,0,TANK,magical,13,2,18,15.5,23898,13050,7934,65,39.2,0.2,426,936,13,42,13,202,5002,838,333,25,0.929,2.2,1.64,"special_gw;basic_hp;basic_power;basic_mr;basic_armor;basic_hp;basic_hp;basic_power;basic_hp;basic_hp;basic_mr;basic_hp;basic_power;special_lifesteal;basic_armor"
0,0,358,151,28,bot1_3,Summoner,1,MAGE,magical,0,9,7,0.78,6644,4263,10387,190,16.8,0.8,158,225,36,18,9,102,2452,411,253,105,0.707,0,0.41,"special_lifesteal;basic_hp;basic_power;basic_hp;basic_mr;basic_power;basic_mr;basic_haste"
0,0,358,151,28,bot0_4,Jirina,0,FIGHTER,magical,8,1,23,31,19780,10082,6550,3151,29.1,9.1,587,818,52,14,13,107,4557,764,346,12,0.967,1.3,1.54,"basic_hp;basic_hp;basic_armor;basic_hp;basic_mr;basic_mr;basic_power;basic_armor;basic_haste;basic_as;basic_power;basic_hp;basic_hp;basic_mr;basic_armor;basic_haste"
0,0,358,151,28,bot1_4,Fusilier,1,SLAYER,physical,2,7,5,1,12531,5650,9383,0,21.6,0,302,475,34,16,10,215,2665,447,262,96,0.731,0.3,0.6,"special_gw;basic_hp;basic_hp;basic_hp;basic_power;basic_mr;basic_power;basic_hp"
1,1,258,7,151,bot0_1,Summoner,0,MAGE,magical,0,6,1,0.17,3284,1418,6675,0,7.4,0,151,215,20,10,7,143,1693,393,191,67,0.741,0,0.21,"basic_hp;basic_hp;basic_mr;basic_mr;basic_haste;basic_power"
1,1,258,7,151,bot1_1,Zephyr,1,SPLITPUSHER,magical,5,0,22,27,15217,8923,1518,505,34.5,2,372,644,34,23,11,186,3461,804,258,0,1,1.2,5.88,"special_lifesteal;basic_power;basic_hp;basic_haste;basic_power;basic_hp;basic_hp;basic_haste;basic_power;basic_hp;basic_mr"
1,1,258,7,151,bot0_2,Cleric,0,SUPPORT,magical,0,6,1,0.17,4776,1465,6778,2003,7.6,10.4,196,254,19,16,7,160,1710,397,192,66,0.745,0,0.22,"special_gw;basic_hp;basic_mr;basic_power;basic_hp"
1,1,258,7,151,bot1_2,Tamer,1,MAGE,magical,9,0,17,26,12502,6655,2412,2147,25.8,8.3,329,553,33,10,11,200,3800,883,258,0,1,2.1,2.76,"basic_hp;basic_hp;basic_hp;basic_mr;basic_hp;basic_armor;basic_haste;basic_power;basic_mr;basic_armor;basic_haste;basic_power;basic_hp"
1,1,258,7,151,bot0_3,Quiller,0,SLAYER,physical,1,7,0,0.14,4262,1556,5576,98,8.9,0.6,212,354,14,14,7,63,1838,427,174,84,0.674,0.2,0.28,"special_lifesteal;basic_power;basic_as;basic_hp;basic_mr;basic_haste"
1,1,258,7,151,bot1_3,Hana,1,TANK,magical,6,1,20,26,11165,6245,2626,0,25.5,0,525,775,5,32,11,230,3530,820,245,14,0.947,1.4,2.38,"basic_hp;basic_hp;basic_mr;basic_hp;basic_mr;basic_armor;basic_armor;basic_power;basic_haste;basic_hp;basic_as;basic_hp"
1,1,258,7,151,bot0_4,Lynx,0,SLAYER,physical,0,8,1,0.13,9050,3149,8552,0,16.7,0,377,524,30,23,7,221,1746,406,189,70,0.73,0,0.37,"basic_hp;basic_hp;basic_mr;basic_power;basic_as;basic_armor"
1,1,258,7,151,bot1_4,Jailer,1,TANK,magical,7,0,13,20,8047,4293,3710,0,16.6,0,354,413,19,19,10,202,3377,785,258,0,1,1.6,1.16,"special_gw;basic_hp;basic_hp;basic_hp;basic_power;basic_hp;basic_power;basic_hp;basic_hp;basic_mr"
2,0,323,152,28,bot0_1,Goliath,0,TANK,physical,2,0,22,24,11551,7218,2642,1108,22.4,3.4,257,482,41,20,11,266,3366,625,323,0,1,0.4,2.73,"basic_hp;basic_hp;basic_hp;basic_mr;basic_mr;basic_mr;basic_hp;basic_armor;basic_power;basic_armor;basic_hp"
2,0,323,152,28,bot1_1,Healer,1,SUPPORT,magical,1,7,0,0.14,6069,2709,8917,3869,10.3,14.7,136,195,33,10,7,113,1963,365,263,60,0.813,0.2,0.3,"special_gw;special_gw;basic_hp;basic_power;basic_armor"
2,0,323,152,28,bot0_2,Doctor,0,SUPPORT,physical,7,0,18,25,11348,7442,2703,7528,23.1,23.3,210,337,33,18,11,181,3806,707,323,0,1,1.3,2.75,"basic_hp;basic_hp;basic_hp;basic_hp;basic_mr;basic_hp;basic_armor;basic_mr;basic_armor;basic_power;basic_mr;basic_as;basic_power"
2,0,323,152,28,bot1_2,Quiller,1,SLAYER,physical,0,6,0,0,8569,3479,6428,243,14.2,1,200,395,31,21,8,156,1931,359,245,78,0.758,0,0.54,"special_lifesteal;basic_power;basic_hp;basic_as;basic_armor;basic_mr"
2,0,323,152,28,bot0_3,Hana,0,TANK,magical,5,1,17,22,8833,6089,5071,0,19.6,0,348,520,10,38,11,174,3524,655,311,12,0.964,0.9,1.2,"basic_hp;basic_hp;basic_hp;basic_hp;basic_mr;basic_mr;basic_armor;basic_hp;basic_armor;basic_haste;basic_mr;basic_power"
2,0,323,152,28,bot1_3,Pyromancer,1,SLAYER,magical,0,6,1,0.17,8641,4570,10790,0,18.7,0,514,698,21,16,8,60,1985,369,244,79,0.755,0,0.42,"basic_hp;basic_hp;basic_armor;basic_hp;basic_hp;basic_armor;basic_haste"
2,0,323,152,28,bot0_4,Fusilier,0,SLAYER,physical,11,0,12,23,20189,11659,5111,892,36.1,2.8,356,750,62,18,11,73,3923,729,323,0,1,2,2.28,"special_lifesteal;special_lifesteal;basic_power;basic_power;basic_as;basic_hp;basic_mr;basic_power;basic_as;basic_power;basic_as;basic_hp"
2,0,323,152,28,bot1_4,Eggchanter,1,SUPPORT,magical,0,6,1,0.17,4789,2630,8490,2965,10.6,12,173,287,23,11,8,51,1901,353,248,75,0.767,0,0.31,"special_gw;basic_hp;basic_power;basic_hp;basic_armor;basic_hp"
