gameIndex,winner,gameDuration,score0,score1,id,className,team,role,dmgType,kills,deaths,assists,kda,dmgDealtTotal,dmgDealtToHeroes,dmgTaken,hpHealed,dpsToHeroes,hpsHealed,maxBurst1s,maxBurst3s,spellCastsQ,spellCastsE,level,gold,totalGold,goldPerMin,timeAlive,timeDead,survivalRate,killsPerMin,dmgEfficiency,items
0,1,238,2,150,bot0_1,Jailer,0,TANK,magical,1,4,1,0.5,7138,4087,5789,0,21.6,0,347,555,17,17,7,251,1801,454,189,49,0.795,0.3,0.71,"special_gw;basic_hp;basic_hp;basic_mr;basic_armor"
0,1,238,2,150,bot1_1,Reaper,1,SPLITPUSHER,magical,8,0,8,16,13682,8620,3780,531,36.2,2.2,498,735,34,17,9,44,3144,792,238,0,1,2,2.28,"special_lifesteal;basic_power;basic_power;basic_hp;basic_power;basic_hp;basic_power;basic_hp;basic_haste;basic_power"
0,1,238,2,150,bot0_2,Pyromancer,0,SLAYER,magical,0,6,2,0.33,6684,2671,5577,76,15.9,0.5,274,465,15,11,7,200,1725,435,168,70,0.706,0,0.48,"special_lifesteal;basic_power;basic_hp;basic_mr;basic_haste"
0,1,238,2,150,bot1_2,Eggchanter,1,SUPPORT,magical,1,0,15,16,4532,1976,572,4128,8.3,17.3,110,168,29,16,8,216,2416,609,238,0,1,0.3,3.45,"basic_hp;basic_hp;basic_mr;basic_power;basic_hp;basic_mr;basic_hp;basic_power"
0,1,238,2,150,bot0_3,Jirina,0,FIGHTER,magical,0,4,1,0.25,6713,2769,7257,1240,14,6.3,260,401,23,9,7,58,1708,430,198,40,0.83,0,0.38,"basic_hp;basic_hp;basic_hp;basic_mr;basic_power;basic_hp"
0,1,238,2,150,bot1_3,Bruiser,1,FIGHTER,physical,6,1,7,13,9404,6707,4176,351,29.7,1.6,313,453,33,20,9,104,2754,694,225,13,0.947,1.5,1.61,"special_lifesteal;basic_power;basic_hp;basic_power;basic_as;basic_mr;basic_hp;basic_hp;basic_as"
0,1,238,2,150,bot0_4,Goliath,0,TANK,physical,1,4,0,0.25,3402,2294,7539,640,12.1,3.4,275,378,22,9,7,142,1742,439,189,49,0.795,0.3,0.3,"basic_hp;basic_hp;basic_hp;basic_mr;basic_armor;basic_mr"
0,1,238,2,150,bot1_4,Hana,1,TANK,magical,3,1,15,18,8733,6960,5650,0,29.2,0,250,460,17,30,9,30,2680,675,238,0,1,0.8,1.23,"basic_hp;basic_hp;basic_mr;basic_hp;basic_armor;basic_mr;basic_armor;basic_haste;basic_haste;basic_power"
1,1,282,12,152,bot0_1,Ironclad,0,TANK,physical,1,8,2,0.38,5649,2924,13394,0,13.3,0,207,292,18,14,8,183,2083,444,220,62,0.781,0.2,0.22,"basic_hp;basic_hp;basic_hp;basic_mr;basic_armor;basic_hp;basic_power"
1,1,282,12,152,bot1_1,Reaper,1,SPLITPUSHER,magical,16,0,13,29,19568,15604,5344,771,55.4,2.7,838,1266,46,24,11,103,4528,964,282,0,1,3.4,2.92,"special_lifesteal;basic_power;basic_hp;basic_power;basic_hp;basic_haste;basic_power;basic_hp;basic_power;basic_haste;basic_armor;basic_armor;basic_mr;basic_mr;basic_power"
1,1,282,12,152,bot0_2,Goliath,0,TANK,physical,1,7,1,0.29,5521,3024,11689,871,15.1,4.3,233,337,23,14,8,47,1972,420,200,82,0.711,0.2,0.26,"basic_hp;basic_hp;basic_mr;basic_hp;basic_mr;basic_armor;basic_hp"
1,1,282,12,152,bot1_2,Eggchanter,1,SUPPORT,magical,6,0,20,26,5410,3680,1878,6145,13.1,21.8,136,198,32,17,11,24,3624,772,282,0,1,1.3,1.96,"special_gw;basic_hp;basic_hp;basic_hp;basic_armor;basic_armor;basic_power;basic_armor;basic_haste;basic_hp;basic_hp;basic_mr"
1,1,282,12,152,bot0_3,Lynx,0,SLAYER,physical,1,8,2,0.38,9070,4559,7917,189,21.4,0.9,462,624,29,26,9,18,2118,451,213,69,0.755,0.2,0.58,"special_lifesteal;basic_power;basic_power;basic_as;basic_hp;basic_power;basic_mr"
1,1,282,12,152,bot1_3,Jailer,1,TANK,magical,4,1,15,19,9555,5835,3683,0,21.9,0,323,444,28,24,10,109,3059,651,266,16,0.945,0.9,1.58,"basic_hp;basic_hp;basic_armor;basic_power;basic_armor;basic_hp;basic_power;basic_haste;basic_haste;basic_armor;basic_mr"
1,1,282,12,152,bot0_4,Quiller,0,SLAYER,physical,0,6,3,0.5,9249,3413,4650,153,16.4,0.7,247,428,24,17,8,127,1977,421,208,74,0.737,0,0.73,"special_lifesteal;basic_power;basic_power;basic_as;basic_power;basic_hp"
1,1,282,12,152,bot1_4,Wanderer,1,SLAYER,physical,3,2,20,11.5,16349,11178,4993,361,43.6,1.4,909,1638,22,16,10,253,3153,671,256,25,0.91,0.6,2.24,"special_lifesteal;basic_power;basic_power;basic_hp;basic_hp;basic_as;basic_armor;basic_power;basic_haste;basic_as"
2,0,376,152,24,bot0_1,Hana,0,TANK,magical,6,3,18,8,14509,10402,8891,0,28.4,0,463,639,21,45,11,263,3888,621,366,10,0.974,1,1.17,"basic_hp;basic_hp;basic_hp;basic_armor;basic_mr;basic_armor;basic_armor;basic_mr;basic_hp;basic_haste;basic_mr;basic_power;basic_armor"
2,0,376,152,24,bot1_1,Kratoma,1,SLAYER,physical,2,7,4,0.86,14013,8003,9729,271,28.4,1,272,506,22,21,10,83,2683,428,282,94,0.751,0.3,0.82,"special_lifesteal;basic_power;basic_power;basic_as;basic_as;basic_hp;basic_armor;basic_mr;basic_hp"
2,0,376,152,24,bot0_2,Lynx,0,SLAYER,physical,13,3,9,7.33,20773,12493,6238,507,37.8,1.5,576,960,60,44,12,243,4518,722,331,45,0.881,2.1,2,"special_lifesteal;basic_power;basic_power;basic_power;basic_power;basic_as;basic_as;basic_as;basic_hp;basic_power;basic_power;basic_armor;basic_hp;basic_armor"
