gameIndex,winner,gameDuration,score0,score1,id,className,team,role,dmgType,kills,deaths,assists,kda,dmgDealtTotal,dmgDealtToHeroes,dmgTaken,hpHealed,dpsToHeroes,hpsHealed,maxBurst1s,maxBurst3s,spellCastsQ,spellCastsE,level,gold,totalGold,goldPerMin,timeAlive,timeDead,survivalRate,killsPerMin,dmgEfficiency,items
0,1,372,33,150,bot0_1,Ironclad,0,TANK,physical,2,6,7,1.5,8759,6812,14721,0,22.3,0,403,539,33,20,10,234,2759,446,306,66,0.822,0.3,0.46,"basic_hp;basic_hp;basic_hp;basic_armor;basic_mr;basic_armor;basic_power;basic_hp;basic_hp"
0,1,372,33,150,bot1_1,Jailer,1,TANK,magical,4,2,16,10,16265,9670,7028,0,28.3,0,514,634,35,32,12,44,3719,601,342,29,0.921,0.6,1.38,"special_gw;basic_hp;basic_hp;basic_hp;basic_mr;basic_hp;basic_armor;basic_power;basic_hp;basic_hp;basic_haste;basic_mr"
0,1,372,33,150,bot0_2,Jirina,0,FIGHTER,magical,3,4,5,2,12432,6788,8279,4559,21.2,14.2,440,554,35,17,10,201,2851,460,321,51,0.863,0.5,0.82,"special_lifesteal;special_gw;basic_power;basic_hp;basic_armor;basic_hp;basic_power;basic_hp"
0,1,372,33,150,bot1_2,Cleric,1,SUPPORT,magical,5,1,14,19,13584,8737,5006,7988,24.7,22.6,346,393,61,54,12,16,3916,632,354,18,0.953,0.8,1.75,"basic_hp;basic_hp;basic_hp;basic_hp;basic_mr;basic_armor;basic_mr;basic_armor;basic_hp;basic_haste;basic_mr;basic_power;basic_as;basic_armor"
0,1,372,33,150,bot0_3,Eggchanter,0,SUPPORT,magical,1,4,8,2.25,8828,4439,12981,7324,13.6,22.5,121,217,39,20,9,188,2638,426,325,46,0.876,0.2,0.34,"basic_hp;basic_hp;basic_hp;basic_armor;basic_armor;basic_mr;basic_mr;basic_hp;basic_haste"
0,1,372,33,150,bot1_3,Bruiser,1,FIGHTER,physical,6,3,13,6.33,16310,11908,7402,490,36.7,1.5,467,693,53,40,11,253,3778,610,325,47,0.874,1,1.61,"special_lifesteal;basic_power;basic_power;basic_power;basic_as;basic_hp;basic_as;basic_power;basic_hp;basic_armor;basic_mr;basic_as"
0,1,372,33,150,bot0_4,Vanguard,0,FIGHTER,physical,3,6,6,1.5,12389,6569,10786,311,21.5,1,641,697,45,27,9,151,2826,456,306,65,0.824,0.5,0.61,"special_lifesteal;basic_hp;basic_power;basic_power;basic_hp;basic_hp;basic_as;basic_power;basic_armor"
0,1,372,33,150,bot1_4,Kratoma,1,SLAYER,physical,5,3,15,6.67,16158,11305,7064,371,34.5,1.1,281,663,27,26,12,69,3844,621,328,44,0.882,0.8,1.6,"special_lifesteal;special_gw;basic_power;basic_hp;basic_power;basic_as;basic_hp;basic_as;basic_power;basic_hp;basic_as;basic_armor"
1,0,393,150,84,bot0_1,Tamer,0,MAGE,magical,16,3,11,9,24085,16511,6429,5770,46.6,16.3,356,617,53,17,13,31,5181,790,354,39,0.901,2.4,2.57,"special_lifesteal;basic_power;basic_power;basic_power;basic_hp;basic_haste;basic_armor;basic_hp;basic_haste;basic_power;basic_mr;basic_hp;basic_power;basic_power;basic_mr;basic_haste;basic_hp"
1,0,393,150,84,bot1_1,Ironclad,1,TANK,physical,2,7,13,2.14,8661,5560,17060,0,17.6,0,233,344,31,21,11,11,3236,494,315,78,0.801,0.3,0.33,"basic_hp;basic_hp;basic_hp;basic_armor;basic_mr;basic_power;basic_armor;basic_as;basic_haste;basic_hp;basic_mr;basic_power"
1,0,393,150,84,bot0_2,Jailer,0,TANK,magical,5,5,19,4.8,13302,10064,9450,0,31.2,0,632,754,33,28,12,81,3956,603,323,70,0.821,0.8,1.06,"basic_hp;basic_hp;basic_hp;basic_armor;basic_mr;basic_haste;basic_hp;basic_power;basic_as;basic_mr;basic_armor;basic_mr;basic_hp;basic_haste"
1,0,393,150,84,bot1_2,Zephyr,1,SPLITPUSHER,magical,2,8,10,1.5,7686,4376,10482,229,14.4,0.8,338,394,37,29,10,144,3069,468,304,89,0.774,0.3,0.42,"special_lifesteal;basic_power;basic_power;basic_hp;basic_power;basic_haste;basic_mr;basic_armor;basic_hp;basic_hp"
1,0,393,150,84,bot0_3,Kratoma,0,SLAYER,physical,3,4,18,5.25,12661,8664,5700,387,23.4,1,230,610,25,25,11,25,3550,541,371,22,0.943,0.5,1.52,"special_lifesteal;basic_power;basic_hp;basic_as;basic_power;basic_power;basic_as;basic_armor;basic_mr;basic_power;basic_as;basic_hp"
1,0,393,150,84,bot1_3,Fusilier,1,SLAYER,physical,9,7,7,2.29,24878,12230,9120,530,42.9,1.9,440,860,45,16,11,152,3977,607,285,108,0.725,1.4,1.34,"special_lifesteal;basic_power;basic_power;basic_power;basic_as;basic_hp;basic_as;basic_hp;basic_armor;basic_mr;basic_power;basic_as;basic_hp"
1,0,393,150,84,bot0_4,Lynx,0,SLAYER,physical,5,5,21,5.2,16991,12363,7869,496,37.8,1.5,513,726,57,40,11,157,3957,604,327,66,0.831,0.8,1.57,"special_lifesteal;basic_power;basic_hp;basic_power;basic_as;basic_hp;basic_as;basic_armor;basic_mr;basic_power;basic_hp;basic_power;basic_armor"
1,0,393,150,84,bot1_4,Healer,1,SUPPORT,magical,4,7,11,2.14,9594,5383,13522,3746,17.8,12.4,187,219,51,16,11,70,3370,514,303,90,0.77,0.6,0.4,"basic_hp;basic_hp;basic_hp;basic_hp;basic_armor;basic_mr;basic_haste;basic_hp;basic_power;basic_as;basic_armor;basic_mr"
2,0,329,152,6,bot0_1,Oracle,0,MAGE,physical,5,2,19,12,12068,7739,4062,339,24.7,1.1,670,834,21,22,11,161,3686,673,313,16,0.952,0.9,1.91,"special_lifesteal;basic_power;basic_power;basic_power;basic_as;basic_as;basic_power;basic_hp;basic_armor;basic_as;basic_mr;basic_hp"
2,0,329,152,6,bot1_1,Cleric,1,SUPPORT,magical,1,8,5,0.75,7104,4101,10267,3834,17.4,16.3,332,394,28,23,9,177,2327,425,236,93,0.716,0.2,0.4,"basic_hp;basic_hp;basic_armor;basic_power;basic_hp;basic_armor;basic_armor;basic_mr"
2,0,329,152,6,bot0_2,Wanderer,0,SLAYER,physical,5,1,22,27,21022,12952,4335,539,41,1.7,789,1554,23,20,11,165,3765,687,316,13,0.961,0.9,2.99,"special_lifesteal;basic_power;basic_power;basic_as;basic_hp;basic_power;basic_as;basic_power;basic_as;basic_as;basic_hp;basic_armor"
2,0,329,152,6,bot1_2,Jailer,1,TANK,magical,2,7,4,0.86,7165,5096,12125,0,21.2,0,394,579,20,15,9,15,2415,441,240,88,0.731,0.4,0.42,"basic_hp;basic_hp;basic_hp;basic_armor;basic_mr;basic_haste;basic_hp;basic_power;basic_as"
2,0,329,152,6,bot0_3,Reaper,0,SPLITPUSHER,magical,18,2,10,14,15024,12140,4863,452,40.8,1.5,644,1278,40,22,12,185,4885,892,297,31,0.905,3.3,2.5,"special_lifesteal;basic_power;basic_power;basic_power;basic_hp;basic_power;basic_hp;basic_power;basic_haste;basic_hp;basic_haste;basic_armor;basic_power;basic_power;basic_haste"
